Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
228,2021,Javian Hawkins (TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
