Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
114,2003,Brian Mitchell (FA),4,20,5.0,18,0,1,4,5,38,9.5,0,1,16,9.8,0.6,0.0%
119,2002,Brian Mitchell (FA),0,0,0,0,0,0,0,0,0,0,0,0,16,6.3,0.4,0.0%
