Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
161,2012,Owen Schmitt (FA),2,1,0.5,2,0,0,0,0,0,0,0,0,3,0.1,0.0,0.0%
134,2011,Owen Schmitt (FA),4,6,1.5,4,0,0,3,7,32,10.7,0,0,9,3.8,0.4,0.0%
87,2010,Owen Schmitt (FA),0,0,0,0,0,0,19,24,136,7.2,1,0,15,19.6,1.3,0.0%
113,2009,Owen Schmitt (FA),0,0,0,0,0,0,6,11,21,3.5,1,0,12,8.1,0.7,0.0%
122,2008,Owen Schmitt (FA),4,19,4.8,14,0,0,5,0,23,4.6,0,0,7,4.2,0.6,0.0%
