Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
257,2021,Elijah McGuire (FA),0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
54,2018,Elijah McGuire (FA),92,276,3.0,34,2,3,19,31,193,10.2,1,2,8,66.9,8.4,0.0%
61,2017,Elijah McGuire (FA),88,315,3.6,69,1,1,17,26,177,10.4,1,2,16,59.2,3.7,0.0%
