Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
142,2009,Jason McKie (FA),0,0,0,0,0,0,5,10,13,2.6,0,0,9,1.3,0.1,0.0%
100,2008,Jason McKie (FA),5,13,2.6,5,0,0,6,0,33,5.5,1,0,5,10.6,2.1,0.0%
122,2007,Jason McKie (FA),2,11,5.5,6,0,0,5,0,11,2.2,0,0,6,2.2,0.4,0.0%
87,2006,Jason McKie (FA),8,18,2.3,7,0,0,25,0,162,6.5,0,0,13,18.0,1.4,0.0%
138,2005,Jason McKie (FA),3,22,7.3,13,0,0,4,0,15,3.8,0,0,4,3.7,0.9,0.0%
98,2004,Jason McKie (FA),1,1,1.0,1,0,0,13,17,70,5.4,2,1,12,17.1,1.4,0.0%
173,2003,Jason McKie (FA),0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
141,2002,Jason McKie (FA),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.0%
