Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
144,2008,Tony Hunt (FA),1,6,6.0,6,0,0,1,1,2,2.0,0,0,1,0.8,0.8,0.0%
101,2007,Tony Hunt (FA),9,14,1.6,4,0,1,0,0,0,0,0,0,4,7.4,1.9,0.0%
