Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
150,2006,Jerald Sowell (FA),0,0,0,0,0,0,1,0,6,6.0,0,0,3,0.6,0.2,0.0%
77,2005,Jerald Sowell (FA),1,1,1.0,1,0,1,28,0,155,5.5,2,0,15,33.6,2.2,0.0%
69,2004,Jerald Sowell (FA),2,28,14.0,19,0,0,45,59,342,7.6,1,1,16,41.0,2.6,0.0%
60,2003,Jerald Sowell (FA),1,2,2.0,2,0,0,47,60,436,9.3,1,0,16,49.8,3.1,0.0%
99,2002,Jerald Sowell (FA),1,0,0.0,0,0,0,9,13,85,9.4,1,0,15,14.5,1.0,0.0%
