Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
140,2020,Bo Scarbrough (FA),6,31,5.2,12,0,0,0,0,0,0,0,0,1,3.1,3.1,0.0%
69,2019,Bo Scarbrough (FA),89,377,4.2,30,3,1,1,4,5,5.0,0,1,6,42.2,7.0,0.0%
