Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
252,2021,Brian Hill (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
53,2020,Brian Hill (FA),100,465,4.7,62,7,1,25,30,199,8.0,0,1,16,70.4,4.4,0.0%
57,2019,Brian Hill (FA),78,323,4.1,27,2,2,10,14,69,6.9,1,0,12,57.2,4.8,0.0%
96,2018,Brian Hill (FA),20,157,7.9,60,6,0,1,2,9,9.0,0,1,10,14.6,1.5,0.0%
120,2017,Brian Hill (FA),11,37,3.4,11,0,0,2,2,36,18.0,0,0,7,7.3,1.0,0.0%
