Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
65,2006,Arlen Harris (FA),49,158,3.2,20,0,1,18,0,132,7.3,0,0,8,35.0,4.4,0.0%
102,2005,Arlen Harris (FA),13,21,1.6,10,0,1,4,0,34,8.5,0,0,13,13.5,1.0,0.0%
112,2004,Arlen Harris (FA),20,63,3.2,14,0,0,4,4,44,11.0,0,0,12,10.7,0.9,0.0%
54,2003,Arlen Harris (FA),85,255,3.0,18,0,4,15,19,102,6.8,0,2,16,55.7,3.5,0.0%
