Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
79,2017,Paul Posluszny (FA),42,18,1.5,2,0,0,0,0,16,100.8,6.3,4.7%
12,2016,Paul Posluszny (FA),97,36,1.5,3,1,0,0,0,16,208.4,13.0,4.7%
4,2015,Paul Posluszny (FA),103,30,1,6,3,0,0,0,14,237.8,17.0,4.7%
78,2014,Paul Posluszny (FA),47,22,2,1,0,0,1,0,7,105.7,15.1,4.7%
5,2013,Paul Posluszny (FA),122,40,3,8,2,1,1,1,15,276.5,18.4,4.7%
5,2012,Paul Posluszny (FA),106,33,2,7,3,2,0,0,16,238.2,14.9,4.7%
29,2011,Paul Posluszny (FA),69,50,2,9,2,1,0,0,16,189.4,11.8,4.7%
17,2010,Paul Posluszny (FA),103,48,2,4,0,0,0,0,14,219.7,15.7,4.7%
18,2009,Paul Posluszny (FA),88,23,1,4,3,3,0,0,12,199.0,16.6,4.7%
25,2008,Paul Posluszny (FA),87,23,0,6,1,1,1,0,16,177.6,11.1,4.7%
126,2007,Paul Posluszny (FA),16,9,0,0,0,0,0,0,3,30.9,10.3,4.7%
