Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
132,2014,Shaun Phillips (FA),16,8,2,2,0,0,0,0,16,48.7,3.0,0.0%
65,2013,Shaun Phillips (FA),29,7,10,5,1,2,0,0,16,134.5,8.4,0.0%
47,2012,Shaun Phillips (FA),33,17,9.5,3,0,2,3,1,16,158.6,9.9,0.0%
90,2011,Shaun Phillips (FA),30,12,3.5,5,2,0,0,0,12,105.7,8.8,0.0%
27,2010,Shaun Phillips (FA),47,8,11,7,1,0,1,1,16,188.9,11.8,0.0%
46,2009,Shaun Phillips (FA),47,12,7,4,0,7,0,0,16,164.3,10.3,0.0%
31,2008,Shaun Phillips (FA),53,23,7.5,4,0,1,1,0,16,158.6,9.9,0.0%
23,2007,Shaun Phillips (FA),53,15,8.5,5,2,3,0,1,15,160.6,10.7,0.0%
40,2006,Shaun Phillips (FA),44,21,11.5,8,0,4,1,0,14,160.2,11.4,0.0%
113,2005,Shaun Phillips (FA),18,2,7,2,0,2,1,0,15,71.6,4.8,0.0%
131,2004,Shaun Phillips (FA),14,4,4,3,1,0,2,0,15,65.2,4.3,0.0%
