Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
30,2017,Karlos Dansby (FA),74,21,1,4,1,0,1,0,16,163.5,10.2,0.1%
33,2016,Karlos Dansby (FA),69,45,1,6,0,0,1,0,16,174.6,10.9,0.1%
17,2015,Karlos Dansby (FA),62,46,0,6,3,2,0,2,16,187.0,11.7,0.1%
41,2014,Karlos Dansby (FA),47,46,3,2,1,0,0,0,12,150.3,12.5,0.1%
2,2013,Karlos Dansby (FA),114,8,6.5,19,4,1,1,2,16,301.7,18.9,0.1%
16,2012,Karlos Dansby (FA),101,33,1,9,0,0,0,0,16,216.8,13.6,0.1%
28,2011,Karlos Dansby (FA),87,15,2,4,1,1,0,0,16,190.0,11.9,0.1%
42,2010,Karlos Dansby (FA),78,17,3,4,0,2,0,0,14,173.5,12.4,0.1%
27,2009,Karlos Dansby (FA),89,20,1,4,1,1,0,0,16,185.3,11.6,0.1%
4,2008,Karlos Dansby (FA),95,24,4,5,2,2,3,0,16,239.3,15.0,0.1%
11,2007,Karlos Dansby (FA),78,21,3.5,8,3,4,0,0,14,190.1,13.6,0.1%
37,2006,Karlos Dansby (FA),69,13,8,3,0,2,1,0,14,162.1,11.6,0.1%
24,2005,Karlos Dansby (FA),68,18,4,5,3,2,2,2,15,182.3,12.2,0.1%
69,2004,Karlos Dansby (FA),38,16,5,5,1,1,3,0,15,135.5,9.0,0.1%
