Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
254,2010,Jon Corto (FA),0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
201,2009,Jon Corto (FA),6,4,0,0,0,0,0,0,11,12.1,1.1,0.0%
244,2008,Jon Corto (FA),0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
