Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
177,2017,Willie Young (FA),4,3,2,0,0,0,0,0,4,21.3,5.3,0.0%
76,2016,Willie Young (FA),21,17,7.5,2,0,1,0,0,16,101.5,6.3,0.0%
82,2015,Willie Young (FA),24,6,6.5,2,1,0,0,0,15,102.3,6.8,0.0%
63,2014,Willie Young (FA),28,11,10,2,0,1,0,0,15,127.5,8.5,0.0%
90,2013,Willie Young (FA),29,18,3,5,0,0,2,0,16,102.4,6.4,0.0%
180,2012,Willie Young (FA),7,4,0,1,0,0,0,0,16,17.6,1.1,0.0%
152,2011,Willie Young (FA),9,5,3,1,0,0,0,0,14,38.5,2.8,0.0%
287,2010,Willie Young (FA),0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
