Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
82,2012,Bradie James (FA),46,31,0.5,2,0,0,2,0,15,113.1,7.5,0.0%
121,2011,Bradie James (FA),29,15,0,1,0,1,1,0,12,64.4,5.4,0.0%
29,2010,Bradie James (FA),81,37,0,3,1,2,2,0,16,185.2,11.6,0.0%
28,2009,Bradie James (FA),80,33,2,5,0,1,1,0,16,183.6,11.5,0.0%
12,2008,Bradie James (FA),69,26,8,3,0,3,2,0,12,212.3,17.7,0.0%
64,2007,Bradie James (FA),33,19,2,0,0,0,2,0,8,80.0,10.0,0.0%
32,2006,Bradie James (FA),66,37,0,9,1,2,2,1,16,167.7,10.5,0.0%
53,2005,Bradie James (FA),72,20,2.5,4,0,0,0,0,16,139.1,8.7,0.0%
154,2004,Bradie James (FA),24,7,0,2,0,0,0,0,16,44.6,2.8,0.0%
205,2003,Bradie James (FA),3,0,0,0,0,0,0,0,8,4.5,0.6,0.0%
