Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
116,2016,Chad Greenway (FA),26,15,0,1,1,0,0,0,16,62.1,3.9,0.0%
55,2015,Chad Greenway (FA),55,13,2.5,1,1,0,0,1,16,127.5,8.0,0.0%
60,2014,Chad Greenway (FA),56,37,1,2,0,1,0,0,12,132.9,11.1,0.0%
24,2013,Chad Greenway (FA),83,51,3,4,3,0,0,0,16,211.3,13.2,0.0%
7,2012,Chad Greenway (FA),98,50,3,4,1,0,2,0,16,233.3,14.6,0.0%
14,2011,Chad Greenway (FA),89,65,2,3,0,0,1,0,16,214.1,13.4,0.0%
9,2010,Chad Greenway (FA),108,34,1,3,0,1,1,0,16,239.4,15.0,0.0%
29,2009,Chad Greenway (FA),79,19,0,6,3,1,3,0,16,180.8,11.3,0.0%
10,2008,Chad Greenway (FA),85,29,5.5,5,0,3,0,0,16,218.6,13.7,0.0%
19,2007,Chad Greenway (FA),73,26,0,4,2,2,4,1,16,177.8,11.1,0.0%
