Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
275,2010,Rennie Curran (FA),0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
