Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
151,2021,Pernell McPhee (FA),11,3,1,0,0,0,0,0,10,27.8,2.8,0.0%
101,2020,Pernell McPhee (FA),26,8,3,1,0,0,0,0,15,66.3,4.4,0.0%
118,2019,Pernell McPhee (FA),17,2,3,1,0,0,0,0,7,58.1,8.3,0.0%
148,2018,Pernell McPhee (FA),8,3,0,2,0,0,1,0,13,28.9,2.2,0.0%
110,2017,Pernell McPhee (FA),20,1,4,2,0,1,0,0,13,66.3,5.1,0.0%
123,2016,Pernell McPhee (FA),13,3,4,0,0,1,0,0,9,54.3,6.0,0.0%
52,2015,Pernell McPhee (FA),42,11,6,3,1,1,0,0,14,131.6,9.4,0.0%
80,2014,Pernell McPhee (FA),17,10,7.5,4,0,1,0,0,16,100.9,6.3,0.0%
133,2013,Pernell McPhee (FA),13,8,2,1,0,1,0,0,16,51.8,3.2,0.0%
138,2012,Pernell McPhee (FA),18,3,1.5,0,0,0,0,0,12,45.4,3.8,0.0%
105,2011,Pernell McPhee (FA),16,7,6,2,0,1,1,0,16,74.5,4.7,0.0%
