Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
148,2012,Chris Kelsay (FA),12,2,2,0,0,0,0,0,5,37.6,7.5,0.0%
97,2011,Chris Kelsay (FA),25,16,5,2,0,2,0,0,12,88.3,7.4,0.0%
64,2010,Chris Kelsay (FA),46,26,3.5,3,0,1,0,0,15,123.7,8.2,0.0%
75,2009,Chris Kelsay (FA),41,21,5,0,0,1,1,0,16,120.5,7.5,0.0%
106,2008,Chris Kelsay (FA),26,12,1,3,0,0,0,0,11,74.1,6.7,0.0%
91,2007,Chris Kelsay (FA),20,5,1,2,1,0,1,1,8,55.8,7.0,0.0%
81,2006,Chris Kelsay (FA),41,21,5.5,2,0,1,1,0,16,110.6,6.9,0.0%
102,2005,Chris Kelsay (FA),26,19,2.5,4,1,1,1,0,16,82.6,5.2,0.0%
95,2004,Chris Kelsay (FA),22,15,4.5,2,1,1,2,0,16,102.7,6.4,0.0%
161,2003,Chris Kelsay (FA),12,7,0,0,0,0,0,0,10,28.6,2.9,0.0%
