Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
449,2021,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
201,2020,Andrew DePaola (MIN),0,0,0,0,0,0,1,0,7,4.0,0.6,0.0%
368,2019,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
330,2018,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
341,2017,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
339,2016,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
335,2015,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
348,2014,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
