Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
137,2005,Trev Faulk (FA),26,6,0,0,0,1,0,0,14,47.7,3.4,0.0%
168,2004,Trev Faulk (FA),15,8,0,0,0,0,0,0,11,36.1,3.3,0.0%
