Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
126,2011,Na'il Diggs (FA),33,6,0,1,0,0,0,0,11,58.1,5.3,0.0%
119,2010,Na'il Diggs (FA),28,8,0,2,0,1,1,0,12,71.7,6.0,0.0%
135,2009,Na'il Diggs (FA),30,5,0,1,0,1,0,0,14,61.9,4.4,0.0%
115,2008,Na'il Diggs (FA),29,6,0,2,1,0,0,0,11,61.3,5.6,0.0%
122,2007,Na'il Diggs (FA),16,6,0,0,0,1,0,0,6,32.6,5.4,0.0%
101,2006,Na'il Diggs (FA),45,15,0,3,0,0,0,0,14,83.5,6.0,0.0%
136,2005,Na'il Diggs (FA),28,3,0,0,0,0,1,0,9,48.3,5.4,0.0%
64,2004,Na'il Diggs (FA),61,19,1,0,0,0,0,0,14,140.0,10.0,0.0%
42,2003,Na'il Diggs (FA),77,10,1,6,2,0,0,0,15,176.4,11.8,0.0%
30,2002,Na'il Diggs (FA),65,19,3,7,2,1,2,0,16,186.6,11.7,0.0%
