Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
31,2007,Morten Andersen (FA),14,17,82.4,47,0,0,0,0,0,9,9,6,9.0,1.5,0.0%
26,2006,Morten Andersen (FA),20,23,87.0,45,0,0,0,0,0,27,27,14,27.0,1.9,0.0%
7,2004,Morten Andersen (FA),18,22,81.8,48,0,0,0,0,0,45,45,16,45.0,2.8,0.0%
1,2003,Morten Andersen (FA),16,20,80.0,49,0,0,0,0,0,58,59,16,58.0,3.6,0.0%
1,2002,Morten Andersen (FA),22,26,84.6,50,0,0,0,0,0,51,51,14,51.0,3.6,0.0%
