Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
41,2005,David Allen (FA),0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
43,2004,David Allen (FA),0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
42,2003,David Allen (FA),0,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
