Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
28,2021,Matthew Wright (FA),21,24,87.5,56,0,7,7,3,4,13,15,14,87.0,6.2,0.0%
38,2020,Matthew Wright (FA),4,4,100.0,46,0,1,1,2,0,7,7,3,21.0,7.0,0.0%
