Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
33,2013,John Potter (FA),3,4,75.0,43,0,2,0,1,0,7,7,3,17.0,5.7,0.0%
39,2012,John Potter (FA),0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
