Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
42,2004,Bill Gramatica (FA),3,3,100.0,30,0,0,0,0,0,0,1,1,0.0,0.0,0.0%
36,2003,Bill Gramatica (FA),3,4,75.0,38,0,0,0,0,0,6,6,4,6.0,1.5,0.0%
25,2002,Bill Gramatica (FA),15,21,71.4,50,0,0,0,0,0,29,29,16,29.0,1.8,0.0%
