Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
260,2020,Tramon Williams Sr. (FA),10,3,0,1,0,0,0,0,6,18.9,3.2,0.0%
116,2019,Tramon Williams Sr. (FA),29,10,0,8,2,1,2,0,16,87.7,5.5,0.0%
140,2018,Tramon Williams Sr. (FA),40,14,0,2,0,0,1,0,16,77.8,4.9,0.0%
116,2017,Tramon Williams Sr. (FA),39,2,0,12,2,0,1,0,13,92.1,7.1,0.0%
164,2016,Tramon Williams Sr. (FA),28,8,0,5,1,0,0,0,12,63.2,5.3,0.0%
68,2015,Tramon Williams Sr. (FA),55,14,0,10,1,0,0,0,15,115.9,7.7,0.0%
45,2014,Tramon Williams Sr. (FA),60,10,0,13,3,0,1,0,16,136.4,8.5,0.0%
8,2013,Tramon Williams Sr. (FA),62,22,2.5,11,3,2,2,0,16,177.6,11.1,0.0%
64,2012,Tramon Williams Sr. (FA),52,9,0,16,2,0,0,0,16,121.6,7.6,0.0%
26,2011,Tramon Williams Sr. (FA),53,11,0,22,4,0,1,1,15,156.0,10.4,0.0%
39,2010,Tramon Williams Sr. (FA),48,7,1,20,6,1,2,0,16,158.5,9.9,0.0%
85,2009,Tramon Williams Sr. (FA),39,9,1,15,4,0,0,0,16,114.4,7.2,0.0%
35,2008,Tramon Williams Sr. (FA),49,4,0,14,5,2,1,0,16,137.1,8.6,0.0%
162,2007,Tramon Williams Sr. (FA),10,0,0,4,1,0,0,0,16,26.0,1.6,0.0%
