Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
131,2012,Kelvin Hayden (FA),24,11,0,5,1,0,4,0,16,72.9,4.6,0.0%
191,2011,Kelvin Hayden (FA),13,7,0,4,2,0,0,0,8,43.4,5.4,0.0%
66,2010,Kelvin Hayden (FA),43,18,0,8,2,1,0,2,11,123.7,11.2,0.0%
126,2009,Kelvin Hayden (FA),42,8,0,5,1,0,0,0,9,84.1,9.3,0.0%
74,2008,Kelvin Hayden (FA),36,6,0,12,3,1,0,1,10,104.1,10.4,0.0%
9,2007,Kelvin Hayden (FA),71,12,0,10,3,2,1,0,16,157.8,9.9,0.0%
149,2006,Kelvin Hayden (FA),24,7,0,1,0,0,1,1,15,52.9,3.5,0.0%
184,2005,Kelvin Hayden (FA),14,4,0,1,0,0,0,0,10,25.5,2.6,0.0%
