Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
370,2015,Ross Ventrone (FA),0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
359,2014,Ross Ventrone (FA),0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%
291,2011,Ross Ventrone (FA),1,0,0,0,0,0,0,0,8,1.5,0.2,0.0%
