Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
338,2021,Sheldrick Redwine (FA),3,1,0,0,0,0,0,0,4,5.3,1.3,0.0%
222,2020,Sheldrick Redwine (FA),16,6,0.5,1,1,0,0,0,15,37.0,2.5,0.0%
200,2019,Sheldrick Redwine (FA),23,12,0,2,0,0,0,0,12,46.6,3.9,0.0%
