Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
405,2019,Leon Hall (FA),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
210,2018,Leon Hall (FA),22,3,0,3,0,0,0,0,10,39.8,4.0,0.0%
229,2017,Leon Hall (FA),15,1,0,1,0,0,0,0,9,27.3,3.0,0.0%
166,2016,Leon Hall (FA),20,10,2,2,1,1,0,0,12,62.6,5.2,0.0%
94,2015,Leon Hall (FA),44,11,0,9,2,0,0,1,14,106.5,7.6,0.0%
88,2014,Leon Hall (FA),48,19,0,8,1,0,0,0,15,108.7,7.2,0.0%
193,2013,Leon Hall (FA),14,6,0,5,1,0,0,0,5,43.2,8.6,0.0%
118,2012,Leon Hall (FA),23,14,0,12,2,0,0,1,14,81.8,5.8,0.0%
140,2011,Leon Hall (FA),29,3,0,7,2,0,1,0,9,70.4,7.8,0.0%
105,2010,Leon Hall (FA),29,10,0,11,4,2,0,0,16,103.4,6.5,0.0%
22,2009,Leon Hall (FA),52,13,0,24,6,2,0,0,16,162.0,10.1,0.0%
19,2008,Leon Hall (FA),57,14,0,24,3,0,1,1,16,159.9,10.0,0.0%
22,2007,Leon Hall (FA),48,13,0,12,5,1,0,0,16,128.9,8.1,0.0%
