Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
204,2013,Dunta Robinson (FA),13,0,0,4,0,0,1,0,8,32.0,4.0,0.0%
33,2012,Dunta Robinson (FA),67,13,1.5,8,1,1,0,0,16,155.0,9.7,0.0%
113,2011,Dunta Robinson (FA),39,10,0,9,2,0,0,0,16,92.3,5.8,0.0%
106,2010,Dunta Robinson (FA),52,3,0,7,1,0,1,0,15,102.3,6.8,0.0%
72,2009,Dunta Robinson (FA),55,10,0,9,0,1,0,0,16,122.8,7.7,0.0%
111,2008,Dunta Robinson (FA),35,3,0,6,2,0,0,0,11,76.3,6.9,0.0%
75,2007,Dunta Robinson (FA),30,5,0,7,2,0,0,0,9,71.9,8.0,0.0%
26,2006,Dunta Robinson (FA),70,13,0,12,2,1,0,1,16,153.1,9.6,0.0%
36,2005,Dunta Robinson (FA),68,19,1,10,1,1,0,0,16,144.7,9.0,0.0%
6,2004,Dunta Robinson (FA),74,14,3,19,6,3,0,0,16,206.9,12.9,0.0%
