Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
336,2009,Marlin Jackson (FA),7,2,0,1,1,0,0,0,3,0.0,0.0,0.0%
328,2008,Marlin Jackson (FA),30,2,0,1,0,1,0,0,4,0.0,0.0,0.0%
319,2007,Marlin Jackson (FA),42,15,0,3,1,1,1,0,8,0.0,0.0,0.0%
333,2006,Marlin Jackson (FA),54,17,0,5,1,0,0,0,14,0.0,0.0,0.0%
346,2005,Marlin Jackson (FA),38,12,0,4,1,0,0,0,14,0.0,0.0,0.0%
