Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
213,2006,Derrick Gibson (FA),7,3,0,0,0,0,0,0,8,12.8,1.6,0.0%
142,2005,Derrick Gibson (FA),25,5,1,3,0,0,1,0,6,53.8,9.0,0.0%
80,2003,Derrick Gibson (FA),54,11,1,3,2,1,0,0,14,119.6,8.5,0.0%
101,2002,Derrick Gibson (FA),50,14,0,6,0,0,0,0,15,102.3,6.8,0.0%
