Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
251,2017,Darrelle Revis (FA),10,1,0,2,0,0,0,0,5,18.8,3.8,0.0%
129,2016,Darrelle Revis (FA),43,10,0,5,1,0,0,0,15,87.2,5.8,0.0%
95,2015,Darrelle Revis (FA),30,9,0,9,5,0,4,0,14,106.4,7.6,0.0%
84,2014,Darrelle Revis (FA),41,6,0,14,2,1,1,0,16,110.3,6.9,0.0%
76,2013,Darrelle Revis (FA),43,7,1,11,2,2,1,0,16,120.1,7.5,0.0%
200,2012,Darrelle Revis (FA),9,3,0,3,1,1,1,0,2,33.3,16.7,0.0%
52,2011,Darrelle Revis (FA),41,11,0,21,4,0,0,1,16,130.0,8.1,0.0%
153,2010,Darrelle Revis (FA),26,6,0,10,0,0,2,0,13,66.7,5.1,0.0%
27,2009,Darrelle Revis (FA),47,7,0,31,6,0,0,1,16,158.5,9.9,0.0%
23,2008,Darrelle Revis (FA),45,13,1,16,5,1,2,1,16,153.6,9.6,0.0%
4,2007,Darrelle Revis (FA),76,12,0,17,3,1,0,0,16,167.8,10.5,0.0%
