Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
254,2017,Quintin Demps (FA),11,1,0,0,0,0,0,0,3,17.3,5.8,3.0%
64,2016,Quintin Demps (FA),38,17,0,9,6,1,0,0,13,120.0,9.2,3.0%
89,2015,Quintin Demps (FA),35,26,0.5,6,1,1,2,1,14,108.8,7.8,3.0%
90,2014,Quintin Demps (FA),38,16,0,7,4,1,0,0,16,106.4,6.7,3.0%
150,2013,Quintin Demps (FA),22,10,0,9,4,0,0,0,16,74.4,4.7,3.0%
167,2012,Quintin Demps (FA),21,6,0,5,0,0,1,0,12,52.7,4.4,3.0%
184,2011,Quintin Demps (FA),18,4,0,4,2,0,0,0,9,46.2,5.1,3.0%
325,2010,Quintin Demps (FA),0,0,0,0,0,0,0,0,2,0.0,0.0,3.0%
218,2009,Quintin Demps (FA),7,0,0,3,1,0,0,0,9,20.0,2.2,3.0%
212,2008,Quintin Demps (FA),5,0,1,1,0,0,0,0,16,15.5,1.0,3.0%
