Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
73,2021,Nate Hobbs (LV),50,21,1,3,1,1,0,0,15,116.0,7.7,0.9%
