Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
179,2021,Justin Coleman (SEA),20,7,0,3,2,0,0,0,12,58.5,4.9,0.1%
201,2020,Justin Coleman (SEA),22,7,0,1,0,0,0,0,11,47.4,4.3,0.1%
64,2019,Justin Coleman (SEA),46,7,0,13,1,3,1,0,16,115.0,7.2,0.1%
105,2018,Justin Coleman (SEA),33,10,0.5,10,1,1,2,1,16,97.4,6.1,0.1%
119,2017,Justin Coleman (SEA),25,10,1.5,9,2,0,0,2,16,89.4,5.6,0.1%
257,2016,Justin Coleman (SEA),8,0,0,3,0,0,0,0,10,16.5,1.7,0.1%
191,2015,Justin Coleman (SEA),17,4,0,5,0,0,1,0,10,42.7,4.3,0.1%
