Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
124,2012,Nate Clements (FA),30,21,0,5,1,1,0,0,13,77.5,6.0,0.0%
44,2011,Nate Clements (FA),49,6,1,12,2,2,2,0,15,136.2,9.1,0.0%
14,2010,Nate Clements (FA),72,10,1,10,3,3,0,0,16,181.8,11.4,0.0%
138,2009,Nate Clements (FA),30,5,0,7,1,0,0,0,7,75.4,10.8,0.0%
82,2008,Nate Clements (FA),41,5,0,8,2,0,0,0,11,98.4,8.9,0.0%
54,2007,Nate Clements (FA),36,5,1,5,1,2,0,0,8,82.3,10.3,0.0%
19,2006,Nate Clements (FA),55,16,0,20,3,2,2,1,16,161.9,10.1,0.0%
7,2005,Nate Clements (FA),81,21,0,13,2,3,1,0,16,183.1,11.4,0.0%
9,2004,Nate Clements (FA),57,21,0.5,14,6,5,1,1,16,192.0,12.0,0.0%
84,2003,Nate Clements (FA),51,11,0,7,3,0,0,1,16,116.6,7.3,0.0%
34,2002,Nate Clements (FA),51,13,0,19,6,0,0,1,16,153.5,9.6,0.0%
