Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
234,2021,Buster Skrine (FA),11,6,0,3,1,0,0,0,6,30.6,5.1,0.1%
100,2020,Buster Skrine (FA),52,14,0,3,0,1,0,0,12,99.9,8.3,0.1%
131,2019,Buster Skrine (FA),39,8,0,5,0,2,0,0,16,82.7,5.2,0.1%
81,2018,Buster Skrine (FA),51,6,0.5,8,0,1,1,0,14,113.2,8.1,0.1%
47,2017,Buster Skrine (FA),56,7,1,9,1,2,2,0,15,133.0,8.9,0.1%
130,2016,Buster Skrine (FA),39,8,1,6,1,0,0,0,15,85.3,5.7,0.1%
121,2015,Buster Skrine (FA),44,10,0,7,1,0,0,0,16,94.3,5.9,0.1%
42,2014,Buster Skrine (FA),55,11,0,18,4,0,0,0,16,138.0,8.6,0.1%
64,2013,Buster Skrine (FA),54,9,1,17,1,0,0,0,16,127.5,8.0,0.1%
54,2012,Buster Skrine (FA),65,8,0,10,0,0,1,0,16,130.1,8.1,0.1%
230,2011,Buster Skrine (FA),7,2,0,2,1,0,0,0,16,20.1,1.3,0.1%
