Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
398,2019,Don Carey III (FA),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
351,2018,Don Carey III (FA),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
348,2017,Don Carey III (FA),0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%
312,2016,Don Carey III (FA),2,1,0,0,0,0,0,0,14,3.8,0.3,0.0%
282,2015,Don Carey III (FA),3,2,0,0,0,0,1,0,16,10.1,0.6,0.0%
242,2014,Don Carey III (FA),6,1,0,0,0,0,1,1,13,22.3,1.7,0.0%
197,2013,Don Carey III (FA),16,3,0,1,0,0,0,0,14,40.3,2.9,0.0%
158,2012,Don Carey III (FA),19,8,0,5,2,0,0,0,9,57.2,6.4,0.0%
246,2011,Don Carey III (FA),5,3,0,1,0,0,0,0,5,11.3,2.3,0.0%
143,2010,Don Carey III (FA),36,15,0,1,1,0,0,0,15,79.5,5.3,0.0%
