Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
433,2020,Neiko Thorpe (FA),0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
314,2019,Neiko Thorpe (FA),4,0,0,0,0,0,0,0,7,6.0,0.9,0.0%
303,2018,Neiko Thorpe (FA),2,0,0,0,0,0,1,0,12,7.0,0.6,0.0%
275,2017,Neiko Thorpe (FA),2,0,0,2,0,0,1,0,14,10.0,0.7,0.0%
265,2016,Neiko Thorpe (FA),7,3,0,0,0,0,0,0,15,12.8,0.9,0.0%
158,2015,Neiko Thorpe (FA),33,3,0,6,1,0,0,0,14,68.4,4.9,0.0%
309,2014,Neiko Thorpe (FA),1,1,0,1,0,0,0,0,14,3.8,0.3,0.0%
285,2012,Neiko Thorpe (FA),4,0,0,0,0,0,0,0,9,6.0,0.7,0.0%
