Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
175,2019,Ben Gedeon (FA),7,4,0,0,0,0,0,0,8,13.6,1.7,0.0%
118,2018,Ben Gedeon (FA),23,21,0,2,0,0,0,0,15,53.5,3.6,0.0%
158,2017,Ben Gedeon (FA),15,10,0,0,0,0,0,0,16,30.3,1.9,0.0%
