Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
456,2021,Marcus Allen (PIT),4,4,0,0,0,0,0,0,9,0.0,0.0,0.0%
346,2020,Marcus Allen (PIT),14,10,0,0,0,0,0,0,14,0.0,0.0,0.0%
332,2019,Marcus Allen (PIT),0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
288,2018,Marcus Allen (PIT),1,1,0,0,0,0,0,0,2,0.0,0.0,0.0%
