Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
111,2016,Daryl Smith (FA),28,7,0,1,1,0,1,0,16,65.3,4.1,0.0%
19,2015,Daryl Smith (FA),72,49,3,3,1,0,0,0,16,184.2,11.5,0.0%
17,2014,Daryl Smith (FA),67,60,1,8,1,2,1,0,16,186.3,11.6,0.0%
11,2013,Daryl Smith (FA),57,66,5,18,3,2,0,1,16,231.4,14.5,0.0%
201,2012,Daryl Smith (FA),5,1,0,0,0,0,0,0,8,8.3,1.0,0.0%
25,2011,Daryl Smith (FA),74,33,3.5,8,1,2,0,0,16,192.8,12.1,0.0%
34,2010,Daryl Smith (FA),75,22,3.5,5,1,1,0,0,16,182.3,11.4,0.0%
20,2009,Daryl Smith (FA),84,23,1.5,6,1,3,2,0,16,198.5,12.4,0.0%
52,2008,Daryl Smith (FA),60,10,2.5,3,0,1,0,0,14,128.7,9.2,0.0%
31,2007,Daryl Smith (FA),54,17,1.5,4,0,0,2,1,15,120.1,8.0,0.0%
50,2006,Daryl Smith (FA),73,16,3,7,1,1,0,0,16,153.3,9.6,0.0%
47,2005,Daryl Smith (FA),69,11,4,2,1,1,0,0,16,145.0,9.1,0.0%
93,2004,Daryl Smith (FA),41,7,2,4,1,0,1,0,14,104.9,7.5,0.0%
