Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
167,2017,Justin Durant (FA),9,4,0,0,0,0,0,0,7,24.2,3.5,0.0%
120,2016,Justin Durant (FA),24,13,1,3,0,0,0,0,13,59.6,4.6,0.0%
64,2015,Justin Durant (FA),57,25,0,3,0,1,0,0,13,120.6,9.3,0.0%
93,2014,Justin Durant (FA),31,18,0,4,1,2,1,0,6,88.1,14.7,0.0%
142,2013,Justin Durant (FA),14,10,0,1,0,1,1,0,10,43.3,4.3,0.0%
41,2012,Justin Durant (FA),82,21,0.5,2,0,0,0,0,16,166.7,10.4,0.0%
75,2011,Justin Durant (FA),53,15,1,1,0,1,0,0,13,117.9,9.1,0.0%
94,2010,Justin Durant (FA),47,8,0,2,0,0,1,0,10,96.2,9.6,0.0%
47,2009,Justin Durant (FA),81,17,1,2,1,1,0,0,13,158.1,12.2,0.0%
58,2008,Justin Durant (FA),61,8,0,5,0,0,0,0,14,125.2,8.9,0.0%
69,2007,Justin Durant (FA),38,9,1,2,1,0,0,0,13,75.8,5.8,0.0%
