Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
240,2004,Max Yates (FA),1,1,0,0,0,0,0,0,1,2.3,2.3,0.0%
