Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
39,2021,Chandler Jones (LV),31,10,10.5,4,0,6,1,0,15,160.1,10.7,35.6%
158,2020,Chandler Jones (LV),5,6,1,0,0,0,1,0,5,22.6,4.5,35.6%
8,2019,Chandler Jones (LV),42,11,19,5,0,8,3,0,16,226.5,14.2,35.6%
31,2018,Chandler Jones (LV),38,11,13,4,0,3,1,0,16,172.2,10.8,35.6%
5,2017,Chandler Jones (LV),52,7,17,3,0,2,0,0,16,233.9,14.6,35.6%
32,2016,Chandler Jones (LV),38,11,11,3,0,4,2,0,16,175.5,11.0,35.6%
34,2015,Chandler Jones (LV),31,13,12.5,2,1,4,0,0,15,158.0,10.5,35.6%
73,2014,Chandler Jones (LV),30,13,6,2,0,2,1,0,10,112.5,11.3,35.6%
33,2013,Chandler Jones (LV),40,39,11.5,0,0,1,1,1,16,184.7,11.5,35.6%
81,2012,Chandler Jones (LV),24,21,6,4,0,3,0,0,14,114.0,8.1,35.6%
