Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
95,2015,Mike Neal (FA),24,12,4,0,0,1,0,0,16,90.4,5.7,0.0%
108,2014,Mike Neal (FA),20,13,4.5,0,0,0,0,0,16,75.5,4.7,0.0%
78,2013,Mike Neal (FA),36,11,5,1,1,1,0,0,16,110.4,6.9,0.0%
136,2012,Mike Neal (FA),8,3,4.5,0,0,0,0,0,11,47.4,4.3,0.0%
224,2011,Mike Neal (FA),1,2,0,0,0,0,0,0,7,3.0,0.4,0.0%
184,2010,Mike Neal (FA),3,0,1,0,0,1,0,0,2,15.0,7.5,0.0%
