Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
62,2021,Josh Bynes (BAL),50,26,2,4,0,0,0,0,14,124.5,8.9,1.7%
46,2020,Josh Bynes (BAL),53,46,1,2,0,0,1,0,16,138.1,8.6,1.7%
95,2019,Josh Bynes (BAL),22,23,1,4,2,0,0,0,13,85.5,6.6,1.7%
48,2018,Josh Bynes (BAL),52,23,2,5,0,0,1,1,11,133.5,12.1,1.7%
116,2017,Josh Bynes (BAL),24,3,1,3,1,1,0,0,14,60.8,4.3,1.7%
113,2016,Josh Bynes (BAL),26,12,0,4,0,0,0,0,9,64.3,7.1,1.7%
56,2015,Josh Bynes (BAL),54,26,0.5,5,0,1,0,0,16,126.9,7.9,1.7%
141,2014,Josh Bynes (BAL),16,3,0,1,1,0,1,0,13,41.9,3.2,1.7%
132,2013,Josh Bynes (BAL),19,22,0,3,0,0,0,0,15,52.3,3.5,1.7%
147,2012,Josh Bynes (BAL),18,13,0,1,0,0,0,0,10,40.8,4.1,1.7%
284,2011,Josh Bynes (BAL),0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%
