Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
131,2006,Dexter Coakley (FA),26,3,0,4,2,0,0,0,8,57.4,7.2,0.0%
114,2005,Dexter Coakley (FA),28,9,2,2,1,0,0,0,12,67.5,5.6,0.0%
86,2004,Dexter Coakley (FA),51,17,0,6,0,0,1,0,16,109.9,6.9,0.0%
58,2003,Dexter Coakley (FA),72,24,1,4,1,1,0,0,16,158.0,9.9,0.0%
38,2002,Dexter Coakley (FA),81,23,1,8,1,0,1,1,16,177.6,11.1,0.0%
