Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
92,2016,Robert Mathis (FA),15,5,5,0,0,3,2,1,14,84.9,6.1,0.0%
98,2015,Robert Mathis (FA),15,5,7,0,0,1,1,1,15,86.0,5.7,0.0%
16,2013,Robert Mathis (FA),44,15,19.5,1,0,8,0,0,16,226.6,14.2,0.0%
85,2012,Robert Mathis (FA),22,11,8,2,1,1,0,0,12,107.8,9.0,0.0%
53,2011,Robert Mathis (FA),29,14,9.5,1,0,3,3,0,16,140.2,8.8,0.0%
49,2010,Robert Mathis (FA),44,16,11,1,0,1,1,0,16,156.7,9.8,0.0%
78,2009,Robert Mathis (FA),24,13,9.5,2,0,5,0,0,14,117.1,8.4,0.0%
24,2008,Robert Mathis (FA),36,11,11.5,3,0,5,3,1,15,180.9,12.1,0.0%
51,2007,Robert Mathis (FA),27,6,7,0,0,4,1,0,13,93.2,7.2,0.0%
48,2006,Robert Mathis (FA),50,15,9.5,4,0,4,2,0,16,154.4,9.7,0.0%
65,2005,Robert Mathis (FA),29,7,11.5,2,0,7,0,0,13,126.0,9.7,0.0%
76,2004,Robert Mathis (FA),21,2,10.5,0,0,6,3,0,16,123.6,7.7,0.0%
138,2003,Robert Mathis (FA),7,1,3.5,2,0,2,1,0,13,45.3,3.5,0.0%
