Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
48,2013,London Fletcher (FA),63,48,2,2,0,1,0,0,16,155.9,9.7,0.0%
8,2012,London Fletcher (FA),78,61,3,11,5,1,0,0,16,233.1,14.6,0.0%
4,2011,London Fletcher (FA),96,70,1.5,8,2,3,0,0,16,249.5,15.6,0.0%
11,2010,London Fletcher (FA),87,49,2.5,11,1,3,3,0,16,233.1,14.6,0.0%
10,2009,London Fletcher (FA),95,47,2,6,1,1,0,0,16,221.7,13.9,0.0%
14,2008,London Fletcher (FA),96,37,0.5,5,0,1,1,0,16,207.2,13.0,0.0%
5,2007,London Fletcher (FA),101,28,0,10,3,0,1,1,16,212.8,13.3,0.0%
1,2006,London Fletcher (FA),101,45,2,14,4,0,1,2,16,250.9,15.7,0.0%
5,2005,London Fletcher (FA),104,54,4,3,1,1,2,0,16,234.4,14.7,0.0%
5,2004,London Fletcher (FA),94,50,3.5,4,0,2,1,0,16,238.4,14.9,0.0%
17,2003,London Fletcher (FA),97,36,2,5,0,0,1,0,16,214.9,13.4,0.0%
13,2002,London Fletcher (FA),98,51,3,2,0,2,2,0,16,226.7,14.2,0.0%
