Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
154,2017,James Harrison (FA),6,2,3,0,0,1,0,0,6,31.5,5.3,0.0%
60,2016,James Harrison (FA),39,14,5,1,1,2,0,0,15,126.3,8.4,0.0%
72,2015,James Harrison (FA),27,13,5,4,1,2,0,0,15,109.6,7.3,0.0%
85,2014,James Harrison (FA),29,16,5.5,0,0,0,0,0,11,97.7,8.9,0.0%
114,2013,James Harrison (FA),16,14,2,1,1,0,1,0,15,65.7,4.4,0.0%
59,2012,James Harrison (FA),49,21,6,0,0,2,0,0,13,146.5,11.3,0.0%
42,2011,James Harrison (FA),48,11,9,0,0,2,0,0,11,157.0,14.3,0.0%
3,2010,James Harrison (FA),70,30,10.5,5,2,6,1,0,16,248.0,15.5,0.0%
14,2009,James Harrison (FA),60,19,10,2,0,5,2,0,16,210.8,13.2,0.0%
2,2008,James Harrison (FA),59,33,16,3,1,7,0,0,15,255.1,17.0,0.0%
10,2007,James Harrison (FA),66,20,8.5,2,1,6,3,0,16,192.4,12.0,0.0%
191,2006,James Harrison (FA),5,3,0,0,0,0,0,0,10,9.8,1.0,0.0%
115,2005,James Harrison (FA),25,6,3,3,1,0,0,0,12,66.2,5.5,0.0%
132,2004,James Harrison (FA),20,2,1,3,0,0,1,1,15,65.0,4.3,0.0%
