Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
113,2017,Elvis Dumervil (FA),9,4,6.5,0,0,0,0,0,16,62.6,3.9,0.0%
134,2016,Elvis Dumervil (FA),9,2,3,0,0,2,1,0,8,41.6,5.2,0.0%
68,2015,Elvis Dumervil (FA),29,19,6,1,0,1,2,0,16,115.5,7.2,0.0%
26,2014,Elvis Dumervil (FA),28,10,17,1,0,2,1,0,16,168.7,10.5,0.0%
81,2013,Elvis Dumervil (FA),18,13,9.5,2,0,2,0,0,15,106.0,7.1,0.0%
54,2012,Elvis Dumervil (FA),32,22,11,1,0,6,0,0,16,149.3,9.3,0.0%
68,2011,Elvis Dumervil (FA),31,11,9.5,1,0,0,1,0,14,123.5,8.8,0.0%
24,2009,Elvis Dumervil (FA),42,7,17,3,0,4,1,0,16,196.0,12.3,0.0%
110,2008,Elvis Dumervil (FA),17,7,5,0,0,1,1,0,16,69.0,4.3,0.0%
27,2007,Elvis Dumervil (FA),34,5,12.5,4,1,4,3,0,16,143.9,9.0,0.0%
113,2006,Elvis Dumervil (FA),14,3,8.5,1,0,1,3,0,13,74.8,5.8,0.0%
