Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
88,2015,Manny Lawson (FA),35,10,1,5,1,0,0,0,16,96.8,6.1,0.0%
135,2014,Manny Lawson (FA),14,2,1.5,2,0,0,0,0,16,47.6,3.0,0.0%
53,2013,Manny Lawson (FA),52,21,4,1,1,1,1,0,15,149.8,10.0,0.0%
110,2012,Manny Lawson (FA),29,9,2,1,0,1,0,0,16,71.5,4.5,0.0%
98,2011,Manny Lawson (FA),30,21,1.5,4,0,0,0,0,16,88.1,5.5,0.0%
73,2010,Manny Lawson (FA),43,9,2.5,6,1,2,1,0,16,117.3,7.3,0.0%
49,2009,Manny Lawson (FA),50,17,6.5,2,0,3,1,0,16,155.6,9.7,0.0%
83,2008,Manny Lawson (FA),31,12,3,3,0,1,1,0,14,100.3,7.2,0.0%
151,2007,Manny Lawson (FA),8,3,0,1,0,0,0,0,2,15.8,7.9,0.0%
88,2006,Manny Lawson (FA),46,10,2.5,2,1,0,2,0,16,102.9,6.4,0.0%
