Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
69,2019,Clay Matthews (FA),27,10,8,3,0,2,0,0,13,115.4,8.9,0.0%
81,2018,Clay Matthews (FA),29,14,3.5,0,0,1,0,0,16,89.8,5.6,0.0%
65,2017,Clay Matthews (FA),27,16,7.5,2,0,1,1,0,14,113.7,8.1,0.0%
95,2016,Clay Matthews (FA),20,4,5,3,0,1,0,0,12,79.1,6.6,0.0%
32,2015,Clay Matthews (FA),49,17,6.5,3,1,0,1,0,16,158.5,9.9,0.0%
13,2014,Clay Matthews (FA),45,16,11,9,1,2,0,0,16,190.3,11.9,0.0%
75,2013,Clay Matthews (FA),26,15,7.5,1,0,3,0,0,11,116.6,10.6,0.0%
52,2012,Clay Matthews (FA),32,11,13,3,0,1,0,0,12,154.5,12.9,0.0%
43,2011,Clay Matthews (FA),37,13,6,9,3,3,0,1,15,156.2,10.4,0.0%
19,2010,Clay Matthews (FA),54,6,13.5,4,1,2,0,1,15,209.7,14.0,0.0%
30,2009,Clay Matthews (FA),37,13,10,7,0,1,3,1,16,180.5,11.3,0.0%
