Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
214,2003,Dominique Stevenson (FA),2,0,0,0,0,0,0,0,14,3.0,0.2,0.0%
227,2002,Dominique Stevenson (FA),0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
