Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
62,2015,Jasper Brinkley (FA),48,18,1,0,0,4,1,0,15,122.2,8.1,0.0%
77,2014,Jasper Brinkley (FA),51,21,1,0,0,1,0,0,16,108.1,6.8,0.0%
143,2013,Jasper Brinkley (FA),19,3,0,1,0,0,0,0,15,42.3,2.8,0.0%
62,2012,Jasper Brinkley (FA),64,36,0,3,0,3,0,0,16,144.9,9.1,0.0%
213,2010,Jasper Brinkley (FA),3,0,0,0,0,0,0,0,16,7.0,0.4,0.0%
153,2009,Jasper Brinkley (FA),22,1,0,0,0,1,0,0,16,42.8,2.7,0.0%
