Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
51,2021,Von Miller (BUF),32,17,8.5,1,0,0,0,0,15,143.9,9.6,27.6%
65,2019,Von Miller (BUF),33,13,8,2,0,0,0,0,15,119.6,8.0,27.6%
22,2018,Von Miller (BUF),29,19,14.5,3,1,4,3,0,16,188.6,11.8,27.6%
21,2017,Von Miller (BUF),51,6,10,3,0,2,1,0,16,180.1,11.3,27.6%
13,2016,Von Miller (BUF),62,16,13.5,3,0,3,0,0,16,208.3,13.0,27.6%
42,2015,Von Miller (BUF),30,5,11,1,0,4,3,0,16,144.9,9.1,27.6%
18,2014,Von Miller (BUF),43,17,14,2,0,1,1,0,16,184.5,11.5,27.6%
77,2013,Von Miller (BUF),27,7,5,1,0,3,1,1,9,111.9,12.4,27.6%
2,2012,Von Miller (BUF),55,13,18.5,2,1,6,0,1,16,274.7,17.2,27.6%
24,2011,Von Miller (BUF),50,14,11.5,4,0,2,0,0,15,193.3,12.9,27.6%
