Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
127,2015,Calvin Pace (FA),15,7,3,1,0,2,1,0,16,63.4,4.0,0.0%
87,2014,Calvin Pace (FA),27,13,5,3,0,0,0,0,16,95.0,5.9,0.0%
58,2013,Calvin Pace (FA),37,16,10,3,0,2,0,0,16,145.5,9.1,0.0%
86,2012,Calvin Pace (FA),35,20,3,2,0,0,1,0,16,104.4,6.5,0.0%
44,2011,Calvin Pace (FA),53,19,4.5,3,1,3,1,0,16,155.1,9.7,0.0%
71,2010,Calvin Pace (FA),42,9,5.5,3,1,1,0,0,12,118.0,9.8,0.0%
51,2009,Calvin Pace (FA),45,10,8,1,0,3,0,0,12,153.3,12.8,0.0%
13,2008,Calvin Pace (FA),62,18,7,3,0,5,4,1,16,208.7,13.0,0.0%
16,2007,Calvin Pace (FA),75,19,6.5,6,1,1,2,0,16,181.6,11.4,0.0%
137,2006,Calvin Pace (FA),22,3,1,1,0,2,0,0,16,48.8,3.1,0.0%
177,2005,Calvin Pace (FA),7,4,1,0,0,0,1,0,5,21.6,4.3,0.0%
145,2004,Calvin Pace (FA),6,4,4.5,5,0,2,0,0,13,50.6,3.9,0.0%
124,2003,Calvin Pace (FA),25,7,1,0,0,0,1,0,14,61.0,4.4,0.0%
