Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
139,2007,Lemar Marshall (FA),5,2,1,1,0,1,0,0,3,18.6,6.2,0.0%
60,2006,Lemar Marshall (FA),70,34,1.5,3,0,0,1,0,14,145.3,10.4,0.0%
22,2005,Lemar Marshall (FA),77,19,2,9,4,2,0,1,16,188.2,11.8,0.0%
98,2004,Lemar Marshall (FA),45,20,1.5,1,0,0,0,0,15,97.9,6.5,0.0%
193,2003,Lemar Marshall (FA),2,0,0.5,0,0,0,0,0,8,7.5,0.9,0.0%
198,2002,Lemar Marshall (FA),3,0,0,0,0,0,0,0,8,4.5,0.6,0.0%
